-3.87615	-20.0706
-7.54386	-8.62482
-8.23773	0.53919
7.82254	8.37688
7.74892	5.1094
1.06188	-10.2022
-4.5657	6.82975
1.83106	2.408
13.6243	-0.338433
2.86337	-2.69368
-1.08497	1.15199
-5.99183	-2.70434
-7.68504	2.45399
4.75425	3.16493
-1.1784	-3.06922
-2.10202	2.42017
-0.123641	0.235583
0.570409	-10.1949
-11.3974	-20.9581
-18.5015	-15.7583
-13.9373	-19.759
-18.4037	-2.07859
-3.17324	-27.293
-28.9091	4.77618
10.7136	-10.8482
-14.5843	-1.23167
-4.0937	-8.17664
-4.95032	-12.5329
-10.6168	8.81633
10.6139	-15.6958
-17.9496	-10.3771
-7.95354	-3.38676
-4.79527	-5.11962
-8.41543	2.29138
2.42494	0.232123
-4.50751	-0.0536932
1.15528	0.377076
0.685938	-21.2455
-22.4951	-16.809
-16.0688	-11.8918
-14.3072	-32.0366
-34.8194	-0.276205
-13.3288	5.1045
-7.67417	-6.91156
0.0849408	-6.71883
-2.47952	-12.2045
-14.9467	-9.27338
-6.41246	-7.14854
0.717918	2.32652
-1.49019	-4.67362
-6.56098	-5.49537
-4.52496	-3.13356
-14.2684	0.232329
-0.887521	1.15892
3.0457	-4.97183
-7.03663	4.42906
2.69948	1.56519
1.43191	-12.6337
-13.8659	-13.0703
-12.9603	-8.45402
-2.58756	-25.2739
-23.0966	-4.21001
-5.89273	0.733226
6.44761	-7.00386
-8.33563	-11.1007
-7.00769	2.60107
-2.2667	-9.54322
-9.34027	1.40441
3.51891	-7.14991
-9.35821	-2.76955
-0.24512	0.11917
-2.05577	-8.95084
-10.6091	2.75107
-1.25812	-6.02736
-4.81661	0.522268
0.490942	-1.38325
-1.03439	-1.54315
-0.760084	-19.2587
-15.1127	-9.18769
-10.7942	-3.66703
-12.2861	-24.7127
-22.7253	-8.48252
-9.52477	-16.8409
-14.1894	-9.35315
-2.79609	-12.4652
-8.81861	-13.0575
-11.0151	-1.10229
-6.79231	2.69
-4.23176	2.48664
5.99638	-0.410985
-5.17884	0.408216
-1.5995	-9.10056
-1.14771	-1.55275
-6.00573	0.966417
-4.18355	-0.00452836
1.31697	-0.0651016
-2.05869	1.76902
1.28917	-23.5446
-17.1781	-19.1118
-20.0351	-5.26931
-7.06591	-26.781
-21.183	-5.07823
-8.04338	-11.6235
-7.09077	-3.82526
-6.86566	-5.76372
-11.932	1.79457
-15.4157	-7.77082
5.80361	7.5261
15.1811	-2.14798
4.68895	5.13118
-10.4963	4.85052
-11.4909	-5.13015
-10.9392	-5.78665
-9.16903	-1.67291
4.77426	-2.42091
0.824116	-2.27974
-2.90297	1.16474
-1.78985	-33.3082
-27.44	-13.7185
-11.4813	9.87305
10.5637	0.0269733
4.12313	6.08791
-7.7764	10.1648
7.84285	0.293353
-1.40915	-19.4717
-24.143	1.77844
-1.27967	-5.06172
-6.71019	3.79932
-2.26331	0.920814
9.01669	-9.93183
-7.53457	2.22711
1.92444	-7.7795
-5.73424	-1.53095
0.362999	-0.10551
-0.116163	-2.00084
-5.46163	1.75072
1.15704	-1.74543
-1.21227	-18.7433
-17.0622	-31.7615
-32.4198	-2.95258
-5.36931	2.4985
1.36745	-9.56298
-8.89491	-10.0143
-12.7857	-2.84504
-13.6409	-2.3854
-3.70259	0.281982
-0.583884	-5.64583
-4.09122	0.283236
-9.05926	-11.7102
-2.57191	-9.70991
0.950579	2.50615
5.88198	-1.25916
4.08968	3.29427
-3.86599	-2.89519
0.818551	-3.40416
-3.75346	0.428549
0.429436	-4.07384
-0.3092	-16.3384
-18.5807	-25.3197
-28.1748	-7.12887
0.916307	-3.14492
-0.398433	-6.14831
-9.91552	-10.7133
-5.58735	2.61245
-4.36595	-18.736
-14.3724	2.88791
2.88361	4.43155
-0.629647	-0.279025
-0.834392	-17.8843
-4.80127	-6.70499
-3.71482	-5.60033
-3.15588	0.291755
-2.38558	-8.52144
2.4469	2.80508
1.5349	4.85912
-0.745076	0.54195
0.709702	-0.9316
-0.0417976	-28.3634
-27.0617	-7.35277
-14.2541	5.30322
10.587	-2.18621
-8.60554	-0.198741
-0.0507653	-6.07214
-9.05174	-3.0735
-2.2124	-3.39903
-3.47127	0.757484
2.09692	-0.803835
-1.36788	8.65951
-8.25491	6.42047
3.04887	10.8147
3.82838	4.61705
